First Name,Last Name,Job Title,Company,Email,Phone,LinkedIn,Address,City,Postal Code,Department,Region,Website,Type,Groupe,SIREN,Primes 2024 (EUR),Resultat net (EUR),Produits structures,Notes
,,,MUTUELLE ALSACE LORRAINE JURA,,,,6 BOULEVARD DE L  EUROPE  BP 3169,MULHOUSE CEDEX,68063,Haut-Rhin,Grand Est,,assurance_non_vie,,778945287,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE CHEMINOTS NORD,,,,52 BOULEVARD CARNOT,LILLE,59000,Nord,Hauts-de-France,,mutuelle,,319074779,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE RENAULT,,,,9 RUE DE CLAMART,BOULOGNE BILLANCOURT,92772,Hauts-de-Seine,Ile-de-France,,mutuelle,,775722655,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE TANIN ET PANNEAUX DE LABRUGUIERE,,,,10 BOULEVARD PASTEUR,LABRUGUIERE,81290,Tarn,Occitanie,,mutuelle,,443611504,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE FAMILIALE DE NORMANDIE,,,,1 AVENUE DU 6 JUIN,LISIEUX,14100,Calvados,Normandie,,mutuelle,,304580228,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTLOG GARANTIES,,,,75 QUAI DE LA SEINE,PARIS,75019,Paris,Ile-de-France,,mutuelle,,384253605,,,unknown,Sources: acpr_xlsx_2026.
,,,GROUPAMA GAN VIE,,,,8 A 10 RUE D ASTORG,PARIS,75008,Paris,Ile-de-France,,assurance_mixte,Groupama,340427616,,,yes,Sources: acpr_xlsx_2026. Groupama Gan Vie - exposition via fonds general.
,,,SOCIETE MUTUELLE D ASSURANCE DES MUSICIENS ET DES METIERS DE LA MUSIQUE,,,,95 RUE D AMSTERDAM,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,394463400,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUELLE INTERENTREPRISES DU PERSONNEL DES SOCIETES DU GROUPE AVIVA  FRANCE,,,,80 AVENUE DE L EUROPE,BOIS COLOMBES,92270,Hauts-de-Seine,Ile-de-France,,mutuelle,,391598661,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D EPARGNE DE RETRAITE ET DE PREVOYANCE CARAC,,,,159 AVENUE ACHILLE PERETTI  CS 40091,NEUILLY SUR SEINE CEDEX,92200,Hauts-de-Seine,Ile-de-France,,mutuelle,,775691165,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE DE REASSURANCE MUTUELLE  AGRICOLE DES PRODUCTEURS DE TABAC,,,,2 RUE DE ROME,SCHILTIGHEIM,67300,Bas-Rhin,Grand Est,,assurance_non_vie,,784394512,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU PERSONNEL DE LA COMPAGNIE FERMIERE DE VICHY,,,,1 ET 3 AVENUE EISENHOWER,VICHY,03200,Allier,Auvergne-Rhone-Alpes,,mutuelle,,443963749,,,unknown,Sources: acpr_xlsx_2026.
,,,CREDIT AGRICOLE INDOSUEZ RISK SOLUTIONS ASSURANCE,,,,12 PLACE DES ETATS-UNIS   CS 70052,MONTROUGE CEDEX,92547,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,422549956,,,unknown,Sources: acpr_xlsx_2026.
,,,KLESIA PREVOYANCE,,,,4  RUE MARIE-GEORGES PICQUART,PARIS,75017,Paris,Ile-de-France,,institution_prevoyance,Klesia,397498783,,,yes,Sources: acpr_xlsx_2026. Klesia Prevoyance - exposition limitee.
,,,L ETOILE,,,,16 AVENUE HOCHE  1er ETAGE,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,775687627,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE COMPLEMENTAIRE ASSURANCE MALADIE INTERDEPARTEMENTALE FAMILIALE,,,,21 RUE DU FAUBOURG SAINT ANTOINE,PARIS,75011,Paris,Ile-de-France,,mutuelle,,784394363,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE L OUEST,,,,58 BOULEVARD HUBERT DELISLE  BP 388,SAINT PIERRE CEDEX (REUNION),97457,La Reunion,La Reunion,,mutuelle,,443510813,,,unknown,Sources: acpr_xlsx_2026.
,,,PRODIGEO ASSURANCES,,,,7 RUE DU REGARD,PARIS,75006,Paris,Ile-de-France,,assurance_mixte,,482011269,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D OUEST FRANCE,,,,10 RUE DU BREIL,RENNES CEDEX 9,35051,Ille-et-Vilaine,Bretagne,,mutuelle,,390730893,,,unknown,Sources: acpr_xlsx_2026.
,,,GPM ASSURANCES SA,,,,34 BOULEVARD DE COURCELLES,PARIS CEDEX 17,75809,Paris,Ile-de-France,,assurance_mixte,,412887606,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE L OISE DES AGENTS TERRITORIAUX,,,,21 RUE JULES FERRY,BEAUVAIS CEDEX,60004,Oise,Hauts-de-France,,mutuelle,,780508081,,,unknown,Sources: acpr_xlsx_2026.
,,,SEREINA MUTUELLE,,,,99 RUE DE LA REPUBLIQUE    RESIDENCE ALBANIA,AUBAGNE,13400,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,782705826,,,unknown,Sources: acpr_xlsx_2026.
,,,HARMONIE MUTUELLE,,,,143 RUE  BLOMET,PARIS,75015,Paris,Ile-de-France,,mutuelle,VYV,538518473,,,yes,"Sources: acpr_xlsx_2026. Harmonie Mutuelle (VYV) - exposition limitee, croissance prevue."
,,,MUTUELLE LA SECURITE ASTURIENNE,,,,UMICORE FRANCE,AUBY,59950,Nord,Hauts-de-France,,mutuelle,,390802619,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE 403,,,,16 RUE RENE GOSCINNY   CS 20000,ANGOULEME CEDEX,16013,Charente,Nouvelle-Aquitaine,,mutuelle,,781166210,,,unknown,Sources: acpr_xlsx_2026.
,,,THEMIS,,,,1 RUE JACQUES VANDIER,NIORT,79000,Deux-Sevres,Nouvelle-Aquitaine,,assurance_non_vie,,582067922,,,unknown,Sources: acpr_xlsx_2026.
,,,SURAVENIR ASSURANCES,,,,2 RUE VASCO DE GAMA,SAINT HERBLAIN,44800,Loire-Atlantique,Pays de la Loire,,assurance_non_vie,,343142659,,,yes,Sources: acpr_xlsx_2026. Suravenir (Credit Mutuel Arkea) - actif sur structures pour ses contrats UC.
,,,CDC MUTUELLE,,,,71 RUE DESNOUETTES,PARIS,75015,Paris,Ile-de-France,,mutuelle,,784301434,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUELLE D ASSURANCES MARITIMES DU LITTORAL ATLANTIQUE,,,,28 RUE DU DANEMARK ESPACE OCEANE BP 10405,AURAY CEDEX,56404,Morbihan,Bretagne,,assurance_non_vie,,326446119,,,unknown,Sources: acpr_xlsx_2026.
,,,ABEILLE VIE,,,,70 AVENUE DE L EUROPE,BOIS COLOMBES,92270,Hauts-de-Seine,Ile-de-France,,assurance_mixte,,732020805,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE SUISSE D ASSURANCE CONTRE LA GRELE,,,,8 RUE JEANNE BARRET,DIJON,21000,Cote-d'Or,Bourgogne-Franche-Comte,,assurance_non_vie,,433799343,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE D'ASSURANCES FAMILIALES DES SALARIES ET ARTISANS VIE,,,,7 RUE DU REGARD,PARIS,75006,Paris,Ile-de-France,,assurance_vie,,332060854,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D'ASSURANCE DE LA BOULANGERIE,,,,27 AVENUE D EYLAU,PARIS CEDEX 16,75782,Paris,Ile-de-France,,assurance_non_vie,,784647273,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE PONTOISE,,,,77 BIS RUE DE GISORS  Résidence WIMBLEDON,PONTOISE,95300,Val-d'Oise,Ile-de-France,,mutuelle,,333212561,,,unknown,Sources: acpr_xlsx_2026.
,,,MAAF SANTE,,,,CHABAN,CHAURAY,79180,Deux-Sevres,Nouvelle-Aquitaine,,mutuelle,Covea,331542142,,,unknown,Sources: acpr_xlsx_2026.
,,,UNION DE REASSURANCE ET DE SUBSTITUTION SOCIALE,,,,39 RUE DU JOURDIL,CRAN GEVRIER,74960,Haute-Savoie,Auvergne-Rhone-Alpes,,assurance_mixte,,453112690,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURANCE MUTUELLE DES MOTARDS,,,,270 IMPASSE ADAM SMITH,PEROLS,34479,Herault,Occitanie,,assurance_non_vie,,328538335,,,unknown,Sources: acpr_xlsx_2026.
,,,CGPA,,,,125 RUE DE LA FAISANDERIE,PARIS,75116,Paris,Ile-de-France,,assurance_non_vie,,784702367,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE INTERPROFESSIONNELLE DE PREVOYANCE,,,,9 AVENUE VICTOR HUGO,EPINAL,88000,Vosges,Grand Est,,institution_prevoyance,,783440951,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE GENERALE DE LA POLICE DITE MGP,,,,10 RUE DES SAUSSAIES,PARIS,75008,Paris,Ile-de-France,,mutuelle,,775671894,,,unknown,Sources: acpr_xlsx_2026.
,,,LE FINISTERE ASSURANCE,,,,8 ROUTE DE L'INNOVATION,QUIMPER,29000,Finistere,Bretagne,,assurance_non_vie,,777616863,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE MATH,,,,01 BIS BOULEVARD DALGABIO,SAINT-ETIENNE,42000,Loire,Auvergne-Rhone-Alpes,,mutuelle,,340936087,,,unknown,Sources: acpr_xlsx_2026.
,,,MMA IARD,,,,160 RUE HENRI CHAMPION,LE MANS CEDEX 9,72030,Sarthe,Pays de la Loire,,assurance_non_vie,,440048882,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE FAMILIALE DES TRAVAILLEURS DE LA SNECMA,,,,ROND POINT  RENE RAVAUD  BP 7018,MOISSY CRAMAYEL CEDEX,77550,Seine-et-Marne,Ile-de-France,,mutuelle,,330929845,,,unknown,Sources: acpr_xlsx_2026.
,,,GROUPAMA CENTRE-ATLANTIQUE,,,,1 AVENUE DE LIMOGES,NIORT CEDEX 9,79044,Deux-Sevres,Nouvelle-Aquitaine,,assurance_non_vie,Groupama,381043686,8,,yes,"Sources: acpr_xlsx_2026. yance - International : Groupama Assicurazioni (Italie), Gr oupama Asigurari (Roumanie), Groupama Phoenix (Grèce), Groupama Biztosito (Hongrie) Les Présidents des caisses régionales métropolitaines autres que le Président de Groupama Assurances Mutuelles doivent avoir chacun un mandat de Préside"
,,,AGPM ASSURANCES,,,,RUE NICOLAS APPERT  QUARTIER SAINTE MUSSE,TOULON CEDEX 9,83086,Var,Provence-Alpes-Cote d'Azur,,assurance_non_vie,,312786163,,,unknown,Sources: acpr_xlsx_2026.
,,,SO LYON MUTUELLE,,,,28 RUE NARCISSE BERTHOLEY,OULLINS,69600,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,779846849,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES PAYS DE VILAINE,,,,13 RUE DES DOUVES   BP 90646,REDON CEDEX,35606,Ille-et-Vilaine,Bretagne,,mutuelle,,380155929,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE VALEO,,,,174 RUE DE CHARONNE,PARIS,75011,Paris,Ile-de-France,,mutuelle,,784718397,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES TRANSPORTS EN COMMUN DE L AGGLOMERATION TROYENNE,,,,20 RUE AUX MOINES,TROYES,10901,Aube,Grand Est,,mutuelle,,302766852,,,unknown,Sources: acpr_xlsx_2026.
,,,UNION MUTUALITE SOLIDARITE,,,,58 BOULEVARD HUBERT DELISLE  BP 388,SAINT PIERRE CEDEX (REUNION),97457,La Reunion,La Reunion,,assurance_mixte,,382921575,,,unknown,Sources: acpr_xlsx_2026.
,,,AWP P&C,,,,7 RUE DORA MAAR,SAINT OUEN,93400,Seine-Saint-Denis,Ile-de-France,,assurance_non_vie,,519490080,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES INDUSTRIES AERONAUTIQUES SPATIALES ET CONNEXES,,,,66 avenue de Verdun,CESTAS,33610,Gironde,Nouvelle-Aquitaine,,mutuelle,,785280884,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE CENTRALE DES FINANCES,,,,110 RUE DE PICPUS,PARIS,75012,Paris,Ile-de-France,,mutuelle,,302976568,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE SAINT-AUBANNAISE,,,,1 RUE EMILE BOYOUD -   BP 25,SAINT AUBAN,04600,Alpes-de-Haute-Provence,Provence-Alpes-Cote d'Azur,,mutuelle,,390998466,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUALISTE DES ETUDIANTS DE LA REGION PARISIENNE,,,,28 RUE FORTUNY,PARIS,75017,Paris,Ile-de-France,,mutuelle,,775684780,,,unknown,Sources: acpr_xlsx_2026.
,,,ALLIANCE DES MUTUALISTES DU TRANSPORT ET DU SECTEUR SOCIAL,,,,5 PROMENADE DES CANAUX,NANCY,54000,Meurthe-et-Moselle,Grand Est,,mutuelle,,442907127,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE NATIONALE DES HOSPITALIERS ET DES PROFESSIONNELS DE LA SANTE ET DU SOCIAL,,,,331 AVENUE D ANTIBES,AMILLY,45200,Loiret,Centre-Val de Loire,,mutuelle,,775606361,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE MALAKOFF HUMANIS,,,,21 RUE LAFFITTE,PARIS,75009,Paris,Ile-de-France,,mutuelle,Malakoff Humanis,784718256,,211000000,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,MUTUELLE LOIRE FOREZ,,,,16 BOULEVARD CHAVASSIEU,MONTBRISON,42600,Loire,Auvergne-Rhone-Alpes,,mutuelle,,405390238,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE D'ASSURANCES FAMILIALES DES SALARIES ET ARTISANS DU BATIMENT ET DES TRAVAUX PUBLICS IARD,,,,7 RUE DU REGARD,PARIS,75006,Paris,Ile-de-France,,assurance_non_vie,,332074384,,,unknown,Sources: acpr_xlsx_2026.
,,,"LA PREVOYANCE ARTISANALE, COMMERCIALE ET SALARIALE",,,,83 AVENUE DE LA FORET NOIRE  BP 77,STRASBOURG,67016,Bas-Rhin,Grand Est,,mutuelle,,778868513,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUALITE DE LA REUNION,,,,14 BOULEVARD DORET  BP 340,SAINT DENIS CEDEX (REUNION),97467,La Reunion,La Reunion,,assurance_mixte,,321073470,,,unknown,Sources: acpr_xlsx_2026.
,,,CARDIF IARD,,,,1 BOULEVARD HAUSSMANN,PARIS,75009,Paris,Ile-de-France,,assurance_non_vie,BNP Paribas Cardif,824686109,,,unknown,Sources: acpr_xlsx_2026.
,,,UMEN,,,,5 RUE PALESTRO,PARIS,75002,Paris,Ile-de-France,,mutuelle,,775659923,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE PREVOYANCE ET DE L HABITAT DE LA REUNION,,,,112 TER AVENUE PIERRE MENDES FRANCE,SAINTE SUZANNE  (REUNION),97441,La Reunion,La Reunion,,mutuelle,,419320015,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE FRANCAISE DE PROTECTION JURIDIQUE,,,,8 A 10 RUE D ASTORG,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,321776775,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE FRATERNELLE VIE,,,,150 RUE D ATHENES  CS30022,EURALILLE,59777,Nord,Hauts-de-France,,assurance_vie,,457504702,,,unknown,Sources: acpr_xlsx_2026.
,,,EMOA MUTUELLE DU VAR,,,,89 PLACE DE LA LIBERTE,TOULON CEDEX 9,83041,Var,Provence-Alpes-Cote d'Azur,,mutuelle,,783169220,,,unknown,Sources: acpr_xlsx_2026.
,,,GROUPE DES ASSURANCES MUTUELLES DE L EST,,,,6 BOULEVARD DE L EUROPE  BP 3169,MULHOUSE CEDEX,68063,Haut-Rhin,Grand Est,,assurance_non_vie,,419380936,,,unknown,Sources: acpr_xlsx_2026.
,,,SOLIMUT MUTUELLE DE FRANCE,,,,IMMEUBLE CASTEL  7 QUAI DE LA JOLIETTE,MARSEILLE,13002,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,383143617,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUALISTE SEPR,,,,2528 ROUTE DE SORGUES,LE PONTET,84130,Vaucluse,Provence-Alpes-Cote d'Azur,,mutuelle,,431280296,,,unknown,Sources: acpr_xlsx_2026.
,,,SWISSLIFE ASSURANCE ET PATRIMOINE,,,,1 rue Bellini,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,assurance_mixte,,341785632,,,yes,Sources: acpr_xlsx_2026. Swiss Life Assurance et Patrimoine - acheteur historique de structures.
,,,SOCIETE MUTUELLE D ASSURANCE SUR LA VIE DU BATIMENT ET DES TRAVAUX PUBLICS,,,,8 RUE LOUIS ARMAND  CS 71201,PARIS CEDEX 15,75738,Paris,Ile-de-France,,assurance_mixte,,775684772,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE MARSEILLE METROPOLE - MUTAME PROVENCE,,,,4 RUE VENTURE,MARSEILLE,13001,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,782814727,,,unknown,Sources: acpr_xlsx_2026.
,,,THELEM ASSURANCES,,,,LE CROC BP 63130,CHECY CEDEX,45431,Loiret,Centre-Val de Loire,,assurance_non_vie,,085580488,,,unknown,Sources: acpr_xlsx_2026.
,,,TUTELAIRE,,,,45 RUE EUGENE OUDINE,PARIS,75013,Paris,Ile-de-France,,mutuelle,,775682164,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE NATIONALE DU PERSONNEL DES ETABLISSEMENTS MICHELIN,,,,2 RUE DE BIEN ASSIS,CLERMONT FERRAND CEDEX 9,63040,Puy-de-Dome,Auvergne-Rhone-Alpes,,mutuelle,,382046464,,,unknown,Sources: acpr_xlsx_2026.
,,,S.3.R.,,,,51-61 route de Verneuil C/O ArianeGroup,LES MUREAUX,78130,Yvelines,Ile-de-France,,reassurance,,329060925,,,unknown,Sources: acpr_xlsx_2026.
,,,IRCEM PREVOYANCE,,,,261 AVENUE DES NATIONS UNIES  BP 593,ROUBAIX CEDEX 1,59060,Nord,Hauts-de-France,,institution_prevoyance,,402175566,,,unknown,Sources: acpr_xlsx_2026.
,,,HELVETIA COMPAGNIE SUISSE  D ASSURANCES,,,,25 QUAI LAMANDE,LE HAVRE,76600,Seine-Maritime,Normandie,,assurance_non_vie,,775753072,,,unknown,Sources: acpr_xlsx_2026.
,,,AXA ASSURCREDIT,,,,313 TERRASSES DE L ARCHE,NANTERRE CEDEX,92727,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,380068593,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE FAMILIALE,,,,52 RUE D HAUTEVILLE,PARIS,75010,Paris,Ile-de-France,,mutuelle,,784442915,,,unknown,Sources: acpr_xlsx_2026.
,,,ALLIANZ VIE,,,,1 COURS  MICHELET  CS 30051,PARIS LA DEFENSE CEDEX,92076,Hauts-de-Seine,Ile-de-France,,assurance_mixte,Allianz,340234962,,,yes,Sources: acpr_xlsx_2026. Allianz Vie - allocation produits structures dans general account.
,,,MUTUELLE DU MONDE COMBATTANT,,,,5 RUE DU HAVRE,PARIS,75008,Paris,Ile-de-France,,mutuelle,,784360661,,,unknown,Sources: acpr_xlsx_2026.
,,,GROUPAMA ASSURANCE-CREDIT & CAUTION,,,,8 A 10 RUE D ASTORG,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,Groupama,380810283,1,,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,MUTUELLE GENERALE DE PREVOYANCE,,,,39 RUE DU JOURDIL,CRAN GEVRIER,74960,Haute-Savoie,Auvergne-Rhone-Alpes,,mutuelle,,337682660,,,unknown,Sources: acpr_xlsx_2026.
,,,AFI ESCA,,,,2 QUAI KLEBER  CS 30441,STRASBOURG CEDEX,67008,Bas-Rhin,Grand Est,,assurance_vie,,548502517,,,unknown,Sources: acpr_xlsx_2026.
,,,SMA SA,,,,8 RUE LOUIS ARMAND,PARIS,75015,Paris,Ile-de-France,,assurance_non_vie,,332789296,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU PERSONNEL DES COLLECTIVITES TERRITORIALES DE LA REUNION,,,,112 TER AVENUE PIERRE MENDES FRANCE,SAINTE SUZANNE (REUNION),97441,La Reunion,La Reunion,,mutuelle,,391951357,,,unknown,Sources: acpr_xlsx_2026.
,,,UNION NATIONALE MUTUALISTE INTERPROFESSIONNELLE,,,,50 AVENUE DAUMESNIL,PARIS,75012,Paris,Ile-de-France,,assurance_mixte,,784718207,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE DE REASSURANCE MUTUELLE AGRICOLE DU CENTRE MANCHE,,,,10 RUE BLAISE PASCAL  BP 20337,CHARTRES CEDEX,28006,Eure-et-Loir,Centre-Val de Loire,,assurance_non_vie,,383853801,,,unknown,Sources: acpr_xlsx_2026.
,,,LA BRESSANE,,,,94  GRANDE RUE,BAGE LE CHATEL,01380,Ain,Auvergne-Rhone-Alpes,,assurance_non_vie,,775543523,,,unknown,Sources: acpr_xlsx_2026.
,,,GAN ASSURANCES,,,,8 A 10 RUE D ASTORG,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,Groupama,542063797,1606300000,,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,MUTUELLE GENERALE DE LA DISTRIBUTION,,,,3 RUE DES MATHURINS,PARIS,75009,Paris,Ile-de-France,,mutuelle,,429211469,,,unknown,Sources: acpr_xlsx_2026.
,,,MONCEAU RETRAITE & EPARGNE,,,,36 A 38  RUE  DE SAINT PETERSBOURG,PARIS,75008,Paris,Ile-de-France,,assurance_mixte,,443137500,,,unknown,Sources: acpr_xlsx_2026.
,,,UNOFI-ASSURANCES,,,,2 rue Montesquieu,PARIS,75001,Paris,Ile-de-France,,assurance_vie,,347502254,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE COMPLEMENTAIRE D ALSACE,,,,6 ROUTE DE ROUFFACH  CS 40062,COLMAR CEDEX,68027,Haut-Rhin,Grand Est,,mutuelle,,778900027,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES RESIDENTS DE L OUEST,,,,13 RUE DE L EGLISE,LES AVIRONS (REUNION),97425,La Reunion,La Reunion,,mutuelle,,351706569,,,unknown,Sources: acpr_xlsx_2026.
,,,APGIS,,,,12 RUE MASSUE,VINCENNES CEDEX,94684,Val-de-Marne,Ile-de-France,,institution_prevoyance,,304217904,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D ENTREPRISE FACOM,,,,22 CHEMIN DES MARATS,CERNY,91590,Essonne,Ile-de-France,,mutuelle,,444060099,,,unknown,Sources: acpr_xlsx_2026.
,,,GROUPE SMISO MUTUELLE DES CADRES,,,,95 RUE DE JEMMAPES,LILLE,59800,Nord,Hauts-de-France,,mutuelle,,324310614,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REGIONALE DE REASSURANCES MUTUELLES AGRICOLES DU GRAND EST,,,,101 ROUTE DE HAUSBERGEN  BP 30014 SCHILTIGHEIM,STRASBOURG CEDEX,67012,Bas-Rhin,Grand Est,,assurance_non_vie,,379906753,,,unknown,Sources: acpr_xlsx_2026.
,,,SCOR EUROPE SE,,,,5 AVENUE KLEBER,PARIS,75116,Paris,Ile-de-France,,assurance_non_vie,,840024509,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE DE PREVOYANCE DU  PORT DE BORDEAUX,,,,152 QUAI DE BACALAN  BP 350,BORDEAUX CEDEX,33042,Gironde,Nouvelle-Aquitaine,,mutuelle,,781847983,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE INTERDIOCESAINE RHONE ET LOIRE,,,,137 CHEMIN DU PELET,VERNAISON,69390,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,775648660,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE NATIONALE DES SAPEURS-POMPIERS DE FRANCE,,,,32 RUE BREGUET,PARIS,75011,Paris,Ile-de-France,,mutuelle,,776949760,,,unknown,Sources: acpr_xlsx_2026.
,,,AVENIR SANTE MUTUELLE,,,,12  AVENUE DU GENERAL MANGIN,VERSAILLES,78027,Yvelines,Ile-de-France,,mutuelle,,775671951,,,unknown,Sources: acpr_xlsx_2026.
,,,M COMME MUTUELLE,,,,28 RUE DES ARTS CS90039,LILLE CEDEX,59046,Nord,Hauts-de-France,,mutuelle,,783711997,,,unknown,Sources: acpr_xlsx_2026.
,,,MACIFILIA,,,,1 RUE JACQUES VANDIER,NIORT,79000,Deux-Sevres,Nouvelle-Aquitaine,,assurance_non_vie,,399795822,,,yes,Sources: acpr_xlsx_2026. Macifilia (Macif) - exposition modeste.
,,,CARPILIG/P,,,,8 BIS ALLEE GASTON BACHELARD,PARIS,75014,Paris,Ile-de-France,,institution_prevoyance,,533889960,,,unknown,Sources: acpr_xlsx_2026.
,,,MAE VIE,,,,62 RUE LOUIS-BOUILHET,ROUEN CEDEX,76044,Seine-Maritime,Normandie,,assurance_vie,,348699679,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE PREVOYANCE INTERPROFESSIONNELLE,,,,9 RUE BACHAUMONT,PARIS,75002,Paris,Ile-de-France,,mutuelle,,775659378,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURANCE MUTUELLE D ILLKIRCH GRAFFENSTADEN,,,,46 ROUTE DE LYON,ILLKIRCH-GRAFFENSTADEN,67400,Bas-Rhin,Grand Est,,assurance_non_vie,,302134077,,,unknown,Sources: acpr_xlsx_2026.
,,,LA SAUVEGARDE,,,,148 RUE ANATOLE FRANCE,LEVALLOIS PERRET,92300,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,612007674,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE MUTUELLE MARNAISE D'ASSURANCE,,,,3 COURS D ORMESSON  BP 216,CHALONS EN CHAMPAGNE CEDEX,51010,Marne,Grand Est,,assurance_non_vie,,311415327,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU PERSONNEL DE LA BANQUE POPULAIRE DU SUD,,,,38 BOULEVARD GEORGES CLEMENCEAU,PERPIGNAN CEDEX 09,66966,Pyrenees-Orientales,Occitanie,,mutuelle,,442634564,,,unknown,Sources: acpr_xlsx_2026.
,,,AVENIR MUTUELLE,,,,173 RUE DE BERCY,PARIS,75012,Paris,Ile-de-France,,mutuelle,,302976592,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE L ENSEIGNEMENT PRIVE CATHOLIQUE DE LA MAYENNE,,,,10 RUE D AVESNIERES  BP 31225,LAVAL CEDEX,53012,Mayenne,Pays de la Loire,,mutuelle,,328932439,,,unknown,Sources: acpr_xlsx_2026.
,,,ORPHELINAT MUTUALISTE DE LA POLICE NATIONALE PREVOYANCE,,,,44 RUE ROGER SALENGRO,FONTENAY-SOUS-BOIS,94120,Val-de-Marne,Ile-de-France,,mutuelle,,775662158,,,unknown,Sources: acpr_xlsx_2026.
,,,RELYENS LIFE INSURANCE,,,,18 RUE EDOUARD ROCHET,LYON,69008,Rhone,Auvergne-Rhone-Alpes,,assurance_vie,,487632861,,,unknown,Sources: acpr_xlsx_2026.
